评价ID,品牌,分类,用户评分,评价内容长度,是否有图,购买渠道,评价日期,是否追评,有用数
RV-102242,华为,智能手机,5,28,否,苏宁,2025-11-28,否,0
RV-102243,戴尔,智能穿戴,4,138,是,苏宁,2026-03-27,否,3
RV-102244,美的,投影仪,4,74,否,拼多多,2026-03-05,否,0
RV-102245,联想,耳机,4,89,是,苏宁,2025-09-22,否,2
RV-102246,OPPO,平板电脑,1,122,否,苏宁,2025-07-17,是,5
RV-102247,三星,投影仪,5,10,是,拼多多,2026-04-08,否,0
RV-102248,联想,笔记本电脑,5,61,是,抖音,2026-01-29,否,0
RV-102249,索尼,投影仪,4,120,是,拼多多,2026-03-04,否,8
RV-102250,联想,智能穿戴,2,154,否,抖音,2026-02-02,否,0
RV-102251,小米,电视,4,157,是,拼多多,2025-07-12,否,5
RV-102252,索尼,智能家居,5,42,是,天猫,2026-04-25,否,1
RV-102253,华为,投影仪,4,84,是,官网,2025-09-17,否,1
RV-102254,松下,智能穿戴,5,134,是,官网,2026-06-07,否,4
RV-102255,苹果,笔记本电脑,2,138,否,拼多多,2025-10-16,否,2
RV-102256,三星,智能穿戴,4,14,否,京东,2026-05-05,否,0
RV-102257,三星,智能手机,5,61,是,京东,2025-12-25,否,2
RV-102258,苹果,耳机,4,76,否,天猫,2026-05-11,是,1
RV-102259,格力,智能家居,5,10,是,拼多多,2026-04-02,否,3
RV-102260,OPPO,投影仪,4,30,否,抖音,2026-05-29,否,0
RV-102261,OPPO,耳机,2,121,是,官网,2026-02-26,否,3
RV-102262,联想,电视,5,10,是,天猫,2026-02-07,否,1
RV-102263,三星,电视,5,37,是,拼多多,2026-03-31,否,1
RV-102264,华硕,智能穿戴,5,86,是,抖音,2025-07-08,否,3
RV-102265,戴尔,电视,3,114,是,拼多多,2025-09-20,是,7
RV-102266,戴尔,智能手机,5,19,否,苏宁,2026-06-06,是,2
RV-102267,索尼,耳机,1,120,是,抖音,2026-03-14,否,1
RV-102268,飞利浦,投影仪,2,108,是,苏宁,2026-04-07,否,5
RV-102269,飞利浦,投影仪,3,84,否,天猫,2026-03-29,否,0
RV-102270,苹果,平板电脑,4,113,是,天猫,2026-07-03,是,2
RV-102271,华为,耳机,5,87,是,苏宁,2025-07-30,否,0
RV-102272,飞利浦,智能家居,5,10,否,抖音,2025-08-30,否,0
RV-102273,联想,投影仪,5,88,是,京东,2026-03-23,否,2
RV-102274,小米,平板电脑,2,136,否,天猫,2026-06-24,否,1
RV-102275,索尼,平板电脑,5,107,是,苏宁,2026-05-23,否,4
RV-102276,格力,平板电脑,1,215,否,官网,2026-02-26,是,6
RV-102277,美的,智能家居,3,125,否,官网,2025-08-14,否,3
RV-102278,格力,智能家居,5,65,是,京东,2026-02-23,否,1
RV-102279,戴尔,投影仪,4,14,是,官网,2026-04-21,否,3
RV-102280,华硕,平板电脑,5,87,否,拼多多,2025-07-21,是,4
RV-102281,戴尔,电视,3,166,是,苏宁,2026-03-04,否,5
RV-102282,三星,耳机,4,90,否,京东,2026-06-14,是,0
RV-102283,惠普,智能家居,1,194,是,京东,2025-08-28,否,8
RV-102284,海尔,笔记本电脑,4,76,是,天猫,2025-09-05,否,1
RV-102285,联想,笔记本电脑,4,93,是,抖音,2026-04-08,否,2
RV-102286,联想,笔记本电脑,4,30,是,抖音,2026-03-18,是,3
RV-102287,华硕,平板电脑,5,52,是,苏宁,2026-05-12,否,1
RV-102288,苹果,电视,4,115,是,官网,2026-07-08,否,2
RV-102289,惠普,耳机,5,16,是,抖音,2026-02-02,否,0
RV-102290,松下,智能家居,4,78,是,拼多多,2026-07-03,否,1
RV-102291,OPPO,电视,3,120,否,苏宁,2025-07-24,是,3
RV-102292,华硕,智能穿戴,4,57,否,官网,2025-09-05,否,0
RV-102293,联想,电视,5,24,是,天猫,2026-01-26,否,3
RV-102294,苹果,投影仪,4,29,是,京东,2026-05-01,是,5
RV-102295,海尔,投影仪,4,116,否,京东,2026-05-10,否,2
RV-102296,联想,电视,5,53,是,苏宁,2026-03-11,否,3
RV-102297,三星,智能家居,4,10,否,抖音,2026-04-11,否,0
RV-102298,格力,智能穿戴,4,47,否,抖音,2025-08-23,是,2
RV-102299,华为,投影仪,5,81,是,拼多多,2026-06-16,否,0
RV-102300,OPPO,耳机,3,194,是,拼多多,2026-05-30,否,1
RV-102301,格力,智能穿戴,4,128,否,苏宁,2026-04-21,是,6
RV-102302,惠普,电视,4,164,否,拼多多,2025-10-10,否,0
RV-102303,索尼,智能手机,5,54,否,京东,2025-07-29,否,0
RV-102304,华为,电视,5,10,否,天猫,2025-11-05,否,0
RV-102305,松下,投影仪,4,80,否,苏宁,2025-08-16,否,0
RV-102306,索尼,电视,3,85,否,天猫,2025-08-05,是,2
RV-102307,小米,平板电脑,3,120,是,拼多多,2026-06-30,是,2
RV-102308,格力,笔记本电脑,5,77,是,抖音,2025-11-02,否,2
RV-102309,美的,笔记本电脑,5,181,否,抖音,2025-09-10,否,3
RV-102310,OPPO,智能穿戴,4,46,是,天猫,2026-06-09,否,0
RV-102311,美的,电视,4,77,是,京东,2025-07-12,否,1
RV-102312,华为,智能手机,5,17,是,京东,2026-05-20,否,1
RV-102313,联想,智能手机,5,103,是,官网,2025-09-30,否,5
RV-102314,华为,投影仪,4,91,是,苏宁,2026-06-08,否,0
RV-102315,戴尔,电视,5,21,是,天猫,2026-03-14,否,1
RV-102316,松下,耳机,2,91,否,天猫,2026-03-26,否,0
RV-102317,松下,智能家居,4,10,否,京东,2025-08-17,否,0
RV-102318,美的,电视,5,10,是,京东,2026-07-08,否,0
RV-102319,三星,平板电脑,4,38,否,官网,2026-03-15,否,0
RV-102320,OPPO,平板电脑,5,95,是,官网,2025-11-14,否,1
RV-102321,OPPO,笔记本电脑,4,71,是,苏宁,2025-12-13,否,0
RV-102322,华硕,电视,5,34,是,官网,2026-07-05,否,1
RV-102323,美的,笔记本电脑,2,47,否,天猫,2025-08-24,是,0
RV-102324,华硕,智能家居,1,154,是,抖音,2025-09-15,否,7
RV-102325,海尔,耳机,4,36,是,京东,2025-07-28,否,1
RV-102326,格力,平板电脑,3,136,是,京东,2025-09-17,否,3
RV-102327,苹果,投影仪,4,24,是,拼多多,2026-01-14,否,1
RV-102328,三星,智能穿戴,4,40,是,京东,2025-08-31,是,5
RV-102329,华硕,智能穿戴,4,94,是,拼多多,2025-09-09,否,3
RV-102330,小米,智能家居,4,167,是,抖音,2026-02-28,是,8
RV-102331,联想,智能穿戴,4,82,是,苏宁,2026-05-12,否,2
RV-102332,华硕,耳机,5,22,是,拼多多,2025-12-26,否,0
RV-102333,飞利浦,智能手机,5,91,是,官网,2025-08-03,否,1
RV-102334,惠普,电视,2,215,是,京东,2025-11-16,是,5
RV-102335,戴尔,电视,5,10,是,拼多多,2025-10-08,是,3
RV-102336,联想,笔记本电脑,3,80,是,苏宁,2026-01-21,否,0
RV-102337,索尼,耳机,4,65,否,抖音,2026-05-15,否,0
RV-102338,联想,电视,1,255,是,京东,2026-03-22,是,0
RV-102339,海尔,投影仪,3,88,否,抖音,2025-09-08,否,0
RV-102340,联想,耳机,5,33,否,天猫,2025-09-22,否,0
RV-102341,松下,智能家居,1,231,否,苏宁,2025-11-29,否,2
RV-102342,OPPO,智能手机,4,104,是,官网,2025-12-08,否,4
RV-102343,飞利浦,智能手机,5,53,是,京东,2025-07-21,否,2
RV-102344,华为,耳机,5,49,是,苏宁,2025-12-19,否,0
RV-102345,索尼,投影仪,1,237,否,拼多多,2026-04-15,否,2
RV-102346,华为,电视,5,108,是,拼多多,2026-04-29,否,6
RV-102347,美的,电视,3,73,是,京东,2025-08-31,否,0
RV-102348,联想,耳机,5,38,是,苏宁,2026-02-01,否,3
RV-102349,美的,电视,5,54,是,天猫,2025-09-06,否,2
RV-102350,OPPO,电视,5,54,是,京东,2025-10-31,否,0
RV-102351,苹果,智能穿戴,5,85,是,官网,2026-07-07,否,0
RV-102352,三星,电视,5,128,是,苏宁,2025-08-18,是,5
RV-102353,华硕,平板电脑,4,10,是,拼多多,2025-08-26,否,1
RV-102354,惠普,投影仪,3,141,是,官网,2026-04-28,否,3
RV-102355,松下,投影仪,5,117,是,京东,2025-08-28,否,5
RV-102356,华硕,笔记本电脑,5,18,否,京东,2025-09-05,否,0
RV-102357,索尼,智能家居,4,44,是,天猫,2025-08-16,否,2
RV-102358,联想,平板电脑,5,75,否,京东,2025-11-14,否,0
RV-102359,联想,智能穿戴,3,76,否,拼多多,2026-02-25,否,0
RV-102360,松下,耳机,5,82,是,京东,2025-12-05,否,1
RV-102361,松下,笔记本电脑,4,86,是,京东,2025-12-02,否,1
RV-102362,惠普,智能家居,4,36,否,苏宁,2026-04-10,否,0
RV-102363,惠普,智能家居,5,33,是,官网,2026-01-28,否,1
RV-102364,小米,投影仪,5,15,是,苏宁,2026-03-15,否,2
RV-102365,飞利浦,智能手机,5,115,是,拼多多,2026-04-03,否,6
RV-102366,索尼,电视,4,58,否,抖音,2025-12-17,否,0
RV-102367,美的,笔记本电脑,1,190,是,官网,2025-12-28,否,3
RV-102368,飞利浦,电视,5,10,否,京东,2025-07-20,是,0
RV-102369,小米,智能手机,4,45,是,天猫,2025-10-09,否,0
RV-102370,松下,投影仪,5,10,是,官网,2026-04-12,否,2
RV-102371,索尼,电视,5,82,否,抖音,2026-02-06,否,0
RV-102372,飞利浦,智能家居,4,146,是,官网,2025-08-17,否,5
RV-102373,OPPO,投影仪,3,44,是,京东,2025-09-08,否,0
RV-102374,苹果,平板电脑,5,10,是,拼多多,2026-04-29,否,0
RV-102375,惠普,耳机,4,62,否,苏宁,2026-05-28,否,0
RV-102376,华为,投影仪,3,106,是,苏宁,2026-03-25,否,2
RV-102377,华硕,平板电脑,4,124,是,官网,2026-03-19,否,1
RV-102378,华为,耳机,4,10,是,苏宁,2025-08-30,否,1
RV-102379,松下,笔记本电脑,5,30,否,官网,2026-06-27,否,0
RV-102380,飞利浦,平板电脑,3,90,是,抖音,2025-12-04,否,3
RV-102381,三星,耳机,3,130,是,抖音,2025-10-23,否,7
RV-102382,飞利浦,智能手机,3,118,是,苏宁,2025-07-29,否,2
RV-102383,华为,笔记本电脑,5,10,是,抖音,2026-03-03,否,0
RV-102384,苹果,智能家居,5,108,是,抖音,2025-07-20,否,0
RV-102385,联想,笔记本电脑,2,195,否,拼多多,2026-04-30,是,2
RV-102386,三星,智能家居,5,21,是,苏宁,2026-03-25,否,3
RV-102387,飞利浦,电视,5,10,是,官网,2025-10-21,否,2
RV-102388,OPPO,电视,4,22,是,拼多多,2025-10-03,否,2
RV-102389,松下,电视,5,10,是,官网,2026-05-25,否,1
RV-102390,联想,电视,3,128,是,拼多多,2025-12-26,否,0
RV-102391,三星,电视,1,212,否,苏宁,2026-03-08,否,4
RV-102392,华硕,平板电脑,4,10,否,苏宁,2025-12-27,否,0
RV-102393,华为,投影仪,2,180,是,京东,2026-02-27,否,5
RV-102394,松下,电视,5,10,否,官网,2026-01-24,否,0
RV-102395,美的,耳机,5,10,否,苏宁,2026-02-05,否,0
RV-102396,松下,智能穿戴,5,74,是,苏宁,2026-04-30,否,0
RV-102397,三星,智能手机,5,109,是,官网,2026-02-24,否,1
RV-102398,索尼,智能穿戴,4,10,是,苏宁,2025-09-17,否,0
RV-102399,OPPO,智能手机,4,31,是,天猫,2025-09-20,否,0
RV-102400,苹果,智能穿戴,2,197,否,官网,2026-05-12,否,2
RV-102401,三星,投影仪,4,19,否,苏宁,2026-05-06,是,3
RV-102402,索尼,耳机,5,190,否,拼多多,2025-12-24,否,0
RV-102403,飞利浦,智能手机,5,13,否,京东,2025-10-14,否,0
RV-102404,惠普,智能家居,5,12,是,苏宁,2026-03-21,否,1
RV-102405,索尼,智能家居,4,126,否,京东,2025-09-02,是,5
RV-102406,OPPO,笔记本电脑,2,106,是,天猫,2025-10-02,否,1
RV-102407,戴尔,平板电脑,5,10,是,官网,2026-06-04,否,2
RV-102408,松下,平板电脑,2,210,是,拼多多,2026-07-05,是,7
RV-102409,飞利浦,智能穿戴,5,65,是,抖音,2026-05-18,否,2
RV-102410,三星,平板电脑,5,31,否,苏宁,2025-08-24,否,0
RV-102411,格力,智能穿戴,5,43,是,苏宁,2025-10-03,否,2
RV-102412,华为,智能家居,5,96,是,拼多多,2026-04-09,否,1
RV-102413,小米,智能家居,3,89,否,官网,2026-02-23,是,0
RV-102414,海尔,耳机,5,40,是,抖音,2025-12-25,否,2
RV-102415,戴尔,笔记本电脑,4,70,是,苏宁,2025-10-02,否,1
RV-102416,华硕,平板电脑,5,94,否,苏宁,2026-03-09,否,0
RV-102417,美的,电视,3,118,是,拼多多,2026-07-03,否,3
RV-102418,华硕,智能家居,4,81,是,天猫,2025-11-14,是,0
RV-102419,OPPO,智能家居,5,95,是,京东,2026-04-17,是,4
RV-102420,小米,耳机,4,10,是,天猫,2026-04-27,是,6
RV-102421,小米,智能手机,3,103,是,京东,2025-12-12,否,7
RV-102422,华硕,笔记本电脑,4,166,是,天猫,2026-02-02,否,5
RV-102423,戴尔,智能手机,1,209,是,拼多多,2026-04-05,是,5
RV-102424,苹果,笔记本电脑,4,94,是,官网,2026-04-27,否,0
RV-102425,美的,智能手机,4,144,是,抖音,2025-12-28,否,4
RV-102426,华为,耳机,4,65,是,苏宁,2025-11-10,否,1
RV-102427,小米,智能家居,4,112,是,拼多多,2026-02-20,否,6
RV-102428,松下,投影仪,4,96,是,抖音,2026-01-26,否,0
RV-102429,OPPO,笔记本电脑,5,67,是,抖音,2025-09-01,否,2
RV-102430,美的,电视,5,100,是,天猫,2026-05-05,否,3
RV-102431,华硕,电视,1,137,否,苏宁,2026-01-30,否,2
RV-102432,索尼,智能手机,4,59,是,京东,2025-09-19,否,0
RV-102433,华硕,智能穿戴,4,72,是,苏宁,2026-06-13,是,2
RV-102434,OPPO,耳机,5,93,否,拼多多,2026-03-13,否,0
RV-102435,惠普,智能穿戴,4,10,是,天猫,2025-10-23,否,0
RV-102436,小米,耳机,4,54,是,京东,2026-04-13,否,0
RV-102437,苹果,耳机,3,121,是,拼多多,2026-01-06,否,1
RV-102438,华为,耳机,3,63,是,天猫,2025-11-18,是,5
RV-102439,OPPO,笔记本电脑,4,65,是,拼多多,2026-05-07,否,0
RV-102440,小米,电视,3,139,是,天猫,2026-03-10,否,6
RV-102441,海尔,智能家居,5,10,是,京东,2025-08-26,否,3
RV-102442,戴尔,智能手机,4,202,否,苏宁,2025-12-03,否,4
RV-102443,索尼,电视,5,41,是,天猫,2025-07-23,否,2
RV-102444,三星,电视,5,69,是,京东,2025-10-14,否,0
RV-102445,联想,笔记本电脑,4,73,是,抖音,2026-01-21,否,2
RV-102446,苹果,智能穿戴,5,75,是,天猫,2026-01-04,否,0
RV-102447,联想,耳机,5,10,是,抖音,2025-09-17,否,3
RV-102448,OPPO,智能穿戴,5,10,否,京东,2026-06-11,否,0
RV-102449,华为,平板电脑,5,80,是,官网,2026-05-23,是,5
RV-102450,惠普,平板电脑,2,69,否,天猫,2026-07-08,否,0
RV-102451,美的,电视,5,10,是,拼多多,2025-10-27,否,0
RV-102452,格力,投影仪,2,56,是,天猫,2026-01-30,否,3
RV-102453,美的,耳机,5,153,是,抖音,2026-05-21,是,5
RV-102454,苹果,投影仪,5,78,是,抖音,2026-01-12,否,2
RV-102455,华为,智能穿戴,4,93,否,苏宁,2026-06-07,是,0
RV-102456,OPPO,平板电脑,5,74,是,天猫,2025-10-14,否,1
RV-102457,华硕,笔记本电脑,5,58,是,天猫,2026-03-28,否,1
RV-102458,OPPO,电视,5,149,是,官网,2025-10-27,是,7
RV-102459,戴尔,电视,3,41,是,苏宁,2026-01-30,否,2
RV-102460,格力,智能手机,1,203,是,京东,2026-06-26,是,6
RV-102461,OPPO,笔记本电脑,5,92,是,苏宁,2026-01-31,否,1
RV-102462,松下,平板电脑,5,213,是,拼多多,2026-04-16,否,5
RV-102463,飞利浦,笔记本电脑,3,203,是,京东,2025-11-19,否,4
RV-102464,惠普,电视,3,64,否,天猫,2025-12-16,否,0
RV-102465,松下,平板电脑,5,112,是,苏宁,2025-10-02,否,6
RV-102466,惠普,智能穿戴,3,135,是,京东,2026-01-04,否,1
RV-102467,华为,电视,1,184,是,天猫,2026-02-04,否,7
RV-102468,苹果,耳机,5,125,是,天猫,2025-10-01,否,8
RV-102469,小米,平板电脑,5,76,是,官网,2025-09-02,否,2
RV-102470,飞利浦,投影仪,5,100,是,官网,2026-02-14,否,2
RV-102471,松下,笔记本电脑,3,115,是,抖音,2025-10-02,否,4
RV-102472,小米,平板电脑,4,83,是,抖音,2025-10-25,否,2
RV-102473,飞利浦,平板电脑,3,145,是,苏宁,2025-12-13,否,3
RV-102474,索尼,智能手机,5,71,是,天猫,2026-01-30,否,2
RV-102475,海尔,智能穿戴,5,55,是,官网,2026-05-09,否,0
RV-102476,戴尔,智能手机,5,170,是,官网,2026-05-18,否,4
RV-102477,格力,电视,5,53,是,抖音,2026-05-16,否,1
RV-102478,华硕,智能手机,5,91,否,天猫,2026-05-10,是,3
RV-102479,小米,智能家居,3,113,是,官网,2026-06-15,否,8
RV-102480,小米,电视,2,91,是,拼多多,2025-10-22,否,0
RV-102481,小米,智能穿戴,3,172,否,京东,2026-01-03,否,2
RV-102482,海尔,笔记本电脑,5,34,否,京东,2026-05-08,否,0
RV-102483,华硕,平板电脑,4,105,是,天猫,2025-11-09,否,4
RV-102484,飞利浦,智能家居,4,119,是,官网,2025-09-29,否,3
RV-102485,惠普,笔记本电脑,3,143,是,抖音,2025-07-27,否,2
RV-102486,美的,电视,5,64,是,苏宁,2026-06-18,否,1
RV-102487,美的,电视,4,123,是,京东,2025-10-01,否,3
RV-102488,海尔,投影仪,3,139,是,天猫,2026-03-31,否,4
RV-102489,三星,电视,1,175,是,抖音,2025-12-24,否,3
RV-102490,海尔,电视,4,74,否,官网,2025-11-24,否,0
RV-102491,海尔,投影仪,5,41,是,官网,2025-07-17,否,2
RV-102492,美的,平板电脑,5,14,是,京东,2025-12-22,否,1
RV-102493,华为,智能家居,2,163,是,拼多多,2026-04-19,否,7
RV-102494,松下,耳机,3,153,否,拼多多,2025-10-04,否,2
RV-102495,惠普,笔记本电脑,5,10,是,京东,2025-09-04,否,3
RV-102496,松下,智能手机,5,36,是,官网,2026-01-03,否,3
RV-102497,惠普,电视,4,94,是,抖音,2025-08-01,否,1
RV-102498,松下,投影仪,5,10,是,拼多多,2025-12-05,是,5
RV-102499,飞利浦,平板电脑,4,162,否,拼多多,2026-05-07,否,3
RV-102500,华硕,耳机,4,97,是,苏宁,2025-11-21,否,0
RV-102501,联想,笔记本电脑,5,29,是,京东,2025-10-22,否,3
RV-102502,联想,投影仪,5,121,是,天猫,2026-04-17,否,7
RV-102503,格力,电视,5,71,是,苏宁,2026-02-15,否,2
RV-102504,飞利浦,智能家居,4,124,是,苏宁,2026-01-04,是,3
RV-102505,飞利浦,智能穿戴,3,143,是,官网,2025-08-02,否,4
RV-102506,华为,耳机,5,10,是,京东,2026-02-07,否,3
RV-102507,松下,智能穿戴,4,63,是,京东,2025-12-24,否,1
RV-102508,苹果,平板电脑,5,10,是,抖音,2026-04-04,否,3
RV-102509,惠普,智能穿戴,1,145,否,苏宁,2026-07-03,否,1
RV-102510,海尔,电视,4,129,是,苏宁,2025-10-01,否,3
RV-102511,华硕,电视,4,19,是,抖音,2025-11-07,是,7
RV-102512,华为,电视,2,23,否,抖音,2025-12-19,否,0
RV-102513,海尔,耳机,5,37,是,京东,2026-02-26,否,1
RV-102514,联想,智能手机,4,100,否,官网,2025-12-06,否,0
RV-102515,小米,投影仪,4,106,是,官网,2026-04-01,否,2
RV-102516,海尔,投影仪,4,33,是,拼多多,2026-01-13,否,2
RV-102517,苹果,电视,2,108,否,拼多多,2025-10-12,否,1
RV-102518,苹果,平板电脑,4,135,否,官网,2026-06-08,否,1
RV-102519,苹果,平板电脑,2,198,是,苏宁,2025-08-09,是,5
RV-102520,戴尔,笔记本电脑,1,175,是,拼多多,2026-02-11,是,6
RV-102521,松下,电视,4,51,是,抖音,2025-12-03,否,0
RV-102522,华为,耳机,4,146,否,京东,2025-09-30,否,4
RV-102523,小米,智能穿戴,5,10,是,苏宁,2026-06-07,否,0
RV-102524,惠普,智能手机,2,146,是,苏宁,2026-03-31,否,3
RV-102525,美的,智能手机,2,27,否,抖音,2026-02-09,否,0
RV-102526,三星,耳机,5,92,否,京东,2026-03-16,否,0
RV-102527,松下,智能家居,5,25,是,京东,2025-09-27,否,1
RV-102528,惠普,耳机,1,205,是,官网,2025-08-27,否,3
RV-102529,OPPO,投影仪,5,33,是,苏宁,2026-05-04,否,1
RV-102530,格力,平板电脑,1,260,否,天猫,2025-12-22,否,0
RV-102531,联想,智能手机,5,105,是,官网,2025-11-30,否,1
RV-102532,戴尔,智能家居,5,91,是,天猫,2026-01-07,否,2
RV-102533,OPPO,智能家居,5,10,是,官网,2025-11-19,否,0
RV-102534,华为,电视,5,133,是,抖音,2026-06-16,否,1
RV-102535,华为,笔记本电脑,4,76,否,天猫,2026-06-15,否,0
RV-102536,苹果,笔记本电脑,2,167,否,拼多多,2026-02-15,否,0
RV-102537,惠普,智能手机,4,55,是,天猫,2026-03-04,否,1
RV-102538,苹果,智能手机,1,197,是,京东,2026-06-08,是,9
RV-102539,OPPO,耳机,1,209,是,苏宁,2026-03-15,否,5
RV-102540,OPPO,智能穿戴,4,85,是,天猫,2026-02-08,否,1
RV-102541,戴尔,平板电脑,4,47,是,抖音,2026-01-12,否,0
RV-102542,格力,耳机,5,50,否,京东,2025-09-15,否,0
RV-102543,华硕,投影仪,3,88,是,京东,2026-06-10,否,1
RV-102544,苹果,耳机,1,105,否,京东,2026-06-05,是,3
RV-102545,戴尔,平板电脑,4,96,否,天猫,2025-09-22,否,0
RV-102546,美的,智能家居,5,83,否,天猫,2025-07-14,是,0
RV-102547,小米,智能家居,5,87,是,苏宁,2026-02-18,否,3
RV-102548,联想,平板电脑,4,79,是,京东,2025-07-14,否,1
RV-102549,美的,电视,5,73,否,抖音,2026-07-06,否,0
RV-102550,OPPO,平板电脑,4,69,否,天猫,2026-06-07,否,0
RV-102551,苹果,笔记本电脑,5,74,是,拼多多,2026-07-03,否,2
RV-102552,小米,智能穿戴,5,23,是,苏宁,2025-10-17,否,0
RV-102553,华硕,智能家居,4,47,是,官网,2025-12-29,否,1
RV-102554,格力,智能穿戴,2,64,是,抖音,2025-07-15,是,4
RV-102555,飞利浦,笔记本电脑,4,57,否,抖音,2026-02-04,否,0
RV-102556,华硕,智能家居,5,10,是,抖音,2026-04-12,否,1
RV-102557,OPPO,电视,5,10,是,拼多多,2026-04-15,否,0
RV-102558,华硕,智能穿戴,1,140,是,天猫,2025-10-04,否,3
RV-102559,飞利浦,投影仪,4,131,否,京东,2026-04-11,否,3
RV-102560,格力,智能穿戴,5,70,是,拼多多,2025-08-16,否,1
RV-102561,格力,投影仪,5,87,是,天猫,2026-04-11,否,1
RV-102562,松下,投影仪,5,40,是,拼多多,2026-04-13,否,3
RV-102563,华硕,平板电脑,4,10,是,京东,2025-08-12,否,1
RV-102564,小米,平板电脑,3,94,是,抖音,2026-07-02,否,0
RV-102565,格力,电视,5,113,否,苏宁,2025-12-11,否,1
RV-102566,华为,智能穿戴,2,202,否,天猫,2026-03-31,否,3
RV-102567,小米,智能家居,3,131,否,京东,2026-05-31,是,5
RV-102568,格力,笔记本电脑,4,49,是,苏宁,2026-02-06,否,1
RV-102569,小米,笔记本电脑,2,132,是,京东,2025-12-06,否,5
RV-102570,美的,平板电脑,4,75,是,苏宁,2026-06-10,否,3
RV-102571,戴尔,平板电脑,5,73,是,京东,2026-07-03,否,2
RV-102572,OPPO,投影仪,5,128,是,官网,2026-03-16,否,6
RV-102573,小米,耳机,1,220,否,官网,2026-07-02,否,0
RV-102574,美的,智能穿戴,5,71,是,拼多多,2025-12-21,否,0
RV-102575,索尼,智能穿戴,5,75,是,官网,2025-11-10,否,3
RV-102576,美的,电视,4,91,是,抖音,2026-03-02,否,1
RV-102577,索尼,平板电脑,4,73,是,苏宁,2026-06-03,否,3
RV-102578,联想,投影仪,5,132,是,官网,2026-02-05,是,6
RV-102579,苹果,智能手机,2,190,是,苏宁,2026-05-30,是,6
RV-102580,苹果,耳机,5,80,是,抖音,2025-11-21,否,2
RV-102581,飞利浦,智能手机,5,137,否,苏宁,2026-03-15,否,2
RV-102582,松下,平板电脑,4,47,是,拼多多,2025-07-12,否,3
RV-102583,小米,智能手机,1,176,是,拼多多,2025-08-22,否,6
RV-102584,华硕,智能穿戴,5,21,是,抖音,2026-06-22,否,0
RV-102585,飞利浦,耳机,4,140,是,官网,2025-10-31,否,2
RV-102586,海尔,电视,3,168,是,京东,2025-11-16,否,3
RV-102587,戴尔,电视,5,33,是,拼多多,2025-12-08,否,2
RV-102588,美的,电视,3,111,是,拼多多,2025-08-05,否,2
RV-102589,美的,笔记本电脑,4,29,否,京东,2025-09-19,否,0
RV-102590,华为,平板电脑,4,84,否,拼多多,2025-10-17,否,0
RV-102591,联想,智能手机,4,73,是,拼多多,2026-06-28,否,3
RV-102592,三星,投影仪,4,109,否,苏宁,2026-02-22,是,4
RV-102593,OPPO,耳机,5,28,是,苏宁,2026-06-27,否,1
RV-102594,华硕,笔记本电脑,4,10,是,官网,2025-09-17,否,3
RV-102595,索尼,笔记本电脑,4,130,否,苏宁,2025-10-22,否,5
RV-102596,联想,耳机,4,102,是,拼多多,2026-03-26,否,4
RV-102597,海尔,平板电脑,4,36,是,京东,2025-12-16,否,3
RV-102598,格力,投影仪,3,149,否,天猫,2026-04-29,否,4
RV-102599,松下,笔记本电脑,4,20,是,京东,2025-07-15,否,3
RV-102600,惠普,电视,4,106,是,抖音,2026-04-16,否,3
RV-102601,美的,智能手机,4,171,否,抖音,2025-10-21,否,1
RV-102602,小米,平板电脑,4,34,是,苏宁,2026-03-11,否,1
RV-102603,小米,智能家居,3,203,否,拼多多,2025-08-30,否,2
RV-102604,苹果,电视,4,59,是,官网,2026-05-25,否,1
RV-102605,飞利浦,耳机,1,111,是,拼多多,2026-05-12,否,4
RV-102606,联想,电视,4,121,否,天猫,2025-11-26,否,4
RV-102607,华为,投影仪,5,67,是,抖音,2026-03-12,否,2
RV-102608,美的,智能穿戴,4,141,是,京东,2025-10-06,是,8
RV-102609,戴尔,智能家居,4,160,否,拼多多,2025-08-14,否,3
RV-102610,海尔,耳机,4,10,是,苏宁,2026-05-17,否,0
RV-102611,海尔,智能穿戴,2,99,否,官网,2026-04-27,否,0
RV-102612,惠普,笔记本电脑,5,104,是,官网,2025-12-09,否,5
RV-102613,索尼,智能手机,4,96,是,京东,2025-08-15,是,4
RV-102614,华硕,平板电脑,4,53,是,抖音,2026-02-05,否,2
RV-102615,联想,智能手机,4,95,是,官网,2026-04-05,是,6
RV-102616,海尔,智能家居,4,197,是,苏宁,2025-09-04,否,5
RV-102617,松下,笔记本电脑,5,51,是,京东,2025-09-26,否,0
RV-102618,惠普,平板电脑,3,188,是,拼多多,2025-07-29,是,5
RV-102619,索尼,智能穿戴,5,79,否,天猫,2025-08-09,否,0
RV-102620,海尔,智能穿戴,5,44,是,官网,2026-07-03,否,1
RV-102621,格力,智能穿戴,3,110,否,苏宁,2026-03-20,是,3
RV-102622,OPPO,智能手机,4,88,否,天猫,2026-07-04,否,0
RV-102623,惠普,智能穿戴,4,126,是,抖音,2026-03-03,否,5
RV-102624,戴尔,智能家居,5,31,否,拼多多,2025-07-20,否,0
RV-102625,华为,投影仪,5,68,是,抖音,2025-07-15,否,0
RV-102626,松下,智能家居,3,147,否,拼多多,2025-07-14,否,3
RV-102627,松下,平板电脑,5,53,否,天猫,2025-10-26,否,0
RV-102628,惠普,投影仪,5,177,是,苏宁,2026-06-19,否,4
